Time,Volts,Measure
49.700,0.10,543
49.800,0.10,546
49.900,0.10,545
50.000,0.10,544
50.100,0.10,544
50.200,0.10,545
50.300,0.10,543
50.400,0.10,545
50.500,0.10,543
50.600,0.10,544
50.700,0.10,543
50.800,0.10,544
50.900,0.10,545
51.000,0.10,543
51.100,0.10,546
51.200,0.10,545
51.300,0.10,544
51.400,0.10,548
51.500,0.10,542
51.600,0.10,544
51.700,0.10,546
51.800,0.10,544
51.900,0.10,542
52.000,0.10,544
52.100,0.10,546
52.200,0.10,544
52.300,0.10,545
52.400,0.10,541
52.500,0.10,543
52.600,0.10,544
52.700,0.10,545
52.800,0.10,543
52.900,0.10,545
53.000,0.10,544
53.100,0.10,544
53.200,0.10,544
53.300,0.10,544
53.400,0.10,549
53.500,0.10,545
53.600,0.10,545
53.700,0.10,545
53.800,0.10,543
53.900,0.10,543
54.000,0.10,545
54.100,0.10,545
54.200,0.10,544
54.300,0.10,543
54.400,0.10,546
54.500,0.10,546
54.600,0.10,543
54.700,0.10,541
54.800,0.10,543
54.900,0.10,547
55.000,0.10,545
55.100,0.10,543
55.200,0.10,546
55.300,0.10,544
55.400,0.10,543
55.500,0.10,545
55.600,0.10,543
55.700,0.10,535
55.800,0.10,545
55.900,0.10,544
56.000,0.10,547
56.100,0.10,542
56.200,0.10,544
56.300,0.10,544
56.400,0.10,545
56.500,0.10,544
56.600,0.10,544
56.700,0.10,544
56.800,0.10,545
56.900,0.10,544
57.000,0.10,548
57.100,0.10,543
57.200,0.10,545
57.300,0.10,545
57.400,0.10,545
57.500,0.10,546
57.600,0.10,543
57.700,0.10,545
57.800,0.10,546
57.900,0.10,545
58.000,0.10,537
58.100,0.10,543
58.200,0.10,546
58.300,0.10,546
58.400,0.10,545
58.500,0.10,534
58.600,0.10,543
58.700,0.10,544
58.800,0.10,545
58.900,0.10,543
59.000,0.10,539
59.100,0.10,544
59.200,0.10,545
59.300,0.10,544
59.400,0.10,543
59.500,0.10,538
59.600,0.10,544
59.700,0.10,544
59.800,0.10,545
59.900,0.10,543
60.000,0.10,544
60.100,0.10,544
60.200,0.10,544
60.300,0.10,545
60.400,0.10,542
60.500,0.10,546
60.600,0.10,544
60.700,0.10,544
60.800,0.10,544
60.900,0.10,543
61.000,0.10,543
61.100,0.10,544
61.200,0.10,545
61.300,0.10,546
61.400,0.10,544
61.500,0.10,544
61.600,0.10,545
61.700,0.10,546
61.800,0.10,540
61.900,0.10,542
62.000,0.10,547
62.100,0.10,545
62.200,0.10,545
62.300,0.10,548
62.400,0.10,543
62.500,0.10,545
62.600,0.10,545
62.700,0.10,543
62.800,0.10,540
62.900,0.10,544
63.000,0.10,545
63.100,0.10,544
63.200,0.10,543
63.300,0.10,548
63.400,0.10,545
63.500,0.10,543
63.600,0.10,546
63.700,0.10,544
63.800,0.10,546
63.900,0.10,544
64.000,0.10,544
64.100,0.10,541
64.200,0.10,543
64.300,0.10,543
64.400,0.10,544
64.500,0.10,544
64.600,0.10,537
64.700,0.10,543
64.800,0.10,541
64.900,0.10,546
65.000,0.10,545
65.100,0.10,544
65.200,0.10,544
65.300,0.10,546
65.400,0.10,545
65.500,0.10,545
65.600,0.10,540
65.700,0.10,544
65.800,0.10,544
65.900,0.10,544
66.000,0.10,543
66.100,0.10,547
66.200,0.10,545
66.300,0.10,544
66.400,0.10,543
66.500,0.10,543
66.600,0.10,541
66.700,0.10,545
66.800,0.10,545
66.900,0.10,546
67.000,0.10,543
67.100,0.10,545
67.200,0.10,545
67.300,0.10,545
67.400,0.10,545
67.500,0.10,543
67.600,0.10,545
67.700,0.10,545
67.800,0.10,544
67.900,0.10,543
68.000,0.10,543
68.100,0.10,544
68.200,0.10,545
68.300,0.10,544
68.400,0.10,538
68.500,0.10,543
68.600,0.10,546
68.700,0.10,544
68.800,0.10,544
68.900,0.10,542
69.000,0.10,543
69.100,0.10,544
69.200,0.10,545
69.300,0.10,543
69.400,0.10,546
69.500,0.10,545
69.600,0.10,545
69.700,0.10,544
69.800,0.10,542
69.900,0.10,545
70.000,0.10,544
70.100,0.10,544
70.200,0.10,543
70.300,0.10,544
70.400,0.10,547
70.500,0.10,546
70.600,0.10,544
70.700,0.10,543
70.800,0.10,543
70.900,0.10,545
71.000,0.10,546
71.100,0.10,544
71.200,0.10,534
71.300,0.10,544
71.400,0.10,543
71.500,0.10,544
71.600,0.10,543
71.700,0.10,532
71.800,0.10,544
71.900,0.10,545
72.000,0.10,545
72.100,0.10,543
72.200,0.10,546
72.300,0.10,543
72.400,0.10,544
72.500,0.10,545
72.600,0.10,543
72.700,0.10,544
72.800,0.10,544
72.900,0.10,545
73.000,0.10,547
73.100,0.10,543
73.200,0.10,539
73.300,0.10,546
73.400,0.10,544
73.500,0.10,554
73.600,0.10,543
73.700,0.10,546
73.800,0.10,544
73.900,0.10,545
74.000,0.10,535
74.100,0.10,544
74.200,0.10,545
74.300,0.10,546
74.400,0.10,543
74.500,0.10,546
74.600,0.10,544
74.700,0.10,544
74.800,0.10,545
74.900,0.10,543
75.000,0.10,544
75.100,0.10,544
75.200,0.10,544
75.300,0.10,543
75.400,0.10,543
75.500,0.10,548
75.600,0.10,547
75.700,0.10,544
75.800,0.10,542
75.900,0.10,542
76.000,0.10,547
76.100,0.10,545
76.200,0.10,544
76.300,0.10,544
76.400,0.10,544
76.500,0.10,545
76.600,0.10,544
76.700,0.10,543
76.800,0.10,538
76.900,0.10,544
77.000,0.10,545
77.100,0.10,547
77.200,0.10,544
77.300,0.10,534
77.400,0.10,544
77.500,0.10,546
77.600,0.10,544
77.700,0.10,543
77.800,0.10,550
77.900,0.10,543
78.000,0.10,544
78.100,0.10,544
78.200,0.10,543
78.300,0.10,546
78.400,0.10,544
78.500,0.10,543
78.600,0.10,545
78.700,0.10,543
78.800,0.10,545
78.900,0.10,546
79.000,0.10,544
79.100,0.10,543
79.200,0.10,543
79.300,0.10,546
79.400,0.10,546
79.500,0.10,544
79.600,0.10,545
79.700,0.10,544
79.800,0.10,545
79.900,0.10,544
80.000,0.10,543
80.100,0.10,529
80.200,0.10,545
80.300,0.10,546
80.400,0.10,545
80.500,0.10,543
80.600,0.10,550
80.700,0.10,544
80.800,0.10,545
80.900,0.10,545
81.000,0.10,543
81.100,0.10,545
81.200,0.10,544
81.300,0.10,544
81.400,0.10,544
81.500,0.10,542
81.600,0.10,546
81.700,0.10,545
81.800,0.10,545
81.900,0.10,546
82.000,0.10,543
82.100,0.10,550
82.200,0.10,545
82.300,0.10,544
82.400,0.10,538
82.500,0.10,543
82.600,0.10,547
82.700,0.10,545
82.800,0.10,544
82.900,0.10,543
83.000,0.10,543
83.100,0.10,544
83.200,0.10,544
83.300,0.10,544
83.400,0.10,540
83.500,0.10,543
83.600,0.10,545
83.700,0.10,545
83.800,0.10,543
83.900,0.10,544
84.000,0.10,545
84.100,0.10,543
84.200,0.10,546
84.300,0.10,543
84.400,0.10,546
84.500,0.10,544
84.600,0.10,545
84.700,0.10,544
84.800,0.10,543
84.900,0.10,546
85.000,0.10,546
85.100,0.10,545
85.200,0.10,544
85.300,0.10,543
85.400,0.10,544
85.500,0.10,544
85.600,0.10,543
85.700,0.10,540
85.800,0.10,545
85.900,0.10,545
86.000,0.10,545
86.100,0.10,544
86.200,0.10,551
86.300,0.10,544
86.400,0.10,545
86.500,0.10,544
86.600,0.10,543
86.700,0.10,540
86.800,0.10,544
86.900,0.10,544
87.000,0.10,545
87.100,0.10,543
87.200,0.10,547
87.300,0.10,545
87.400,0.10,544
87.500,0.10,542
87.600,0.10,543
87.700,0.10,545
87.800,0.10,545
87.900,0.10,544
88.000,0.10,533
88.100,0.10,543
88.200,0.10,545
88.300,0.10,544
88.400,0.10,545
88.500,0.10,545
88.600,0.10,544
88.700,0.10,546
88.800,0.10,544
88.900,0.10,543
89.000,0.10,536
89.100,0.10,544
89.200,0.10,543
89.300,0.10,545
89.400,0.10,544
89.500,0.10,547
89.600,0.10,543
89.700,0.10,544
89.800,0.10,540
89.900,0.10,545
90.000,0.10,544
90.100,0.10,545
90.200,0.10,544
90.300,0.10,544
90.400,0.10,543
90.500,0.10,544
90.600,0.10,544
90.700,0.10,543
90.800,0.10,543
90.900,0.10,544
91.000,0.10,546
91.100,0.10,546
91.200,0.10,545
91.300,0.10,544
91.400,0.10,543
91.500,0.10,544
91.600,0.10,544
91.700,0.10,543
91.800,0.10,538
91.900,0.10,545
92.000,0.10,543
92.100,0.10,544
92.200,0.10,544
92.300,0.10,545
92.400,0.10,543
92.500,0.10,544
92.600,0.10,545
92.700,0.10,544
92.800,0.10,537
92.900,0.10,544
93.000,0.10,543
93.100,0.10,545
93.200,0.10,543
93.300,0.10,543
93.400,0.10,545
93.500,0.10,544
93.600,0.10,544
93.700,0.10,545
93.800,0.10,545
93.900,0.10,546
94.000,0.10,545
94.100,0.10,549
94.200,0.10,543
94.300,0.10,546
94.400,0.10,545
94.500,0.10,543
94.600,0.10,536
94.700,0.10,544
94.800,0.10,539
94.900,0.10,540
95.000,0.10,537
95.100,0.10,541
95.200,0.10,539
95.300,0.10,540
95.400,0.10,540
95.500,0.10,537
95.600,0.10,541
95.700,0.10,538
95.800,0.10,539
95.900,0.10,538
96.000,0.10,537
96.100,0.10,538
96.200,0.10,540
96.300,0.10,539
96.400,0.10,544
96.500,0.10,537
96.600,0.10,540
96.700,0.10,540
96.800,0.10,538
96.900,0.10,530
97.000,0.10,538
97.100,0.10,539
97.200,0.10,539
97.300,0.10,538
97.400,0.10,539
97.500,0.10,537
97.600,0.10,539
97.700,0.10,539
97.800,0.10,538
97.900,0.10,534
98.000,0.10,538
98.100,0.10,538
98.200,0.10,539
98.300,0.10,538
98.400,0.10,540
98.500,0.10,539
98.600,0.10,538
98.700,0.10,539
98.800,0.10,538
98.900,0.10,535
99.000,0.10,539
99.100,0.10,538
99.200,0.10,540
99.300,0.10,539
99.400,0.10,542
99.500,0.10,540
99.600,0.10,538
99.700,0.10,528
99.800,0.10,537
99.900,0.10,538
100.000,0.10,539
100.100,0.10,539
100.200,0.10,538
100.300,0.10,539
100.400,0.10,539
100.500,0.10,540
100.600,0.10,536
100.700,0.10,530
100.800,0.10,538
100.900,0.10,540
101.000,0.10,540
101.100,0.10,537
101.200,0.10,533
101.300,0.10,538
101.400,0.10,539
101.500,0.10,539
101.600,0.10,538
101.700,0.10,538
101.800,0.10,539
101.900,0.10,538
102.000,0.10,531
102.100,0.10,538
102.200,0.10,540
102.300,0.10,540
102.400,0.10,539
102.500,0.10,539
102.600,0.10,538
102.700,0.10,540
102.800,0.10,539
102.900,0.10,538
103.000,0.10,535
103.100,0.10,539
103.200,0.10,540
103.300,0.10,540
103.400,0.10,539
103.500,0.10,508
103.600,0.10,538
103.700,0.10,538
103.800,0.10,539
103.900,0.10,538
104.000,0.10,539
104.100,0.10,538
104.200,0.10,537
104.300,0.10,538
104.400,0.10,538
104.500,0.10,542
104.600,0.10,539
104.700,0.10,539
104.800,0.10,540
104.900,0.10,538
105.000,0.10,540
105.100,0.10,539
105.200,0.10,540
105.300,0.10,537
105.400,0.10,538
105.500,0.10,540
105.600,0.10,540
105.700,0.10,537
105.800,0.10,539
105.900,0.10,537
106.000,0.10,538
106.100,0.10,539
106.200,0.10,538
106.300,0.10,539
106.400,0.10,538
106.500,0.10,539
106.600,0.10,538
106.700,0.10,537
106.800,0.10,539
106.900,0.10,539
107.000,0.10,539
107.100,0.10,539
107.200,0.10,537
107.300,0.10,540
107.400,0.10,540
107.500,0.10,539
107.600,0.10,540
107.700,0.10,538
107.800,0.10,539
107.900,0.10,539
108.000,0.10,538
108.100,0.10,527
108.200,0.10,538
108.300,0.10,538
108.400,0.10,538
108.500,0.10,538
108.600,0.10,542
108.700,0.10,539
108.800,0.10,539
108.900,0.10,539
109.000,0.10,537
109.100,0.10,543
109.200,0.10,539
109.300,0.10,540
109.400,0.10,535
109.500,0.10,538
109.600,0.10,541
109.700,0.10,540
109.800,0.10,537
109.900,0.10,540
110.000,0.10,539
110.100,0.10,539
110.200,0.10,540
110.300,0.10,538
110.400,0.10,529
110.500,0.10,540
110.600,0.10,540
110.700,0.10,539
110.800,0.10,537
110.900,0.10,528
111.000,0.10,538
111.100,0.10,538
111.200,0.10,539
111.300,0.10,536
111.400,0.10,542
111.500,0.10,539
111.600,0.10,538
111.700,0.10,539
111.800,0.10,538
111.900,0.10,543
112.000,0.10,539
112.100,0.10,538
112.200,0.10,540
112.300,0.10,538
112.400,0.10,540
112.500,0.10,539
112.600,0.10,540
112.700,0.10,539
112.800,0.10,538
112.900,0.10,540
113.000,0.10,539
113.100,0.10,539
113.200,0.10,544
113.300,0.10,538
113.400,0.10,540
113.500,0.10,541
113.600,0.10,538
113.700,0.10,535
113.800,0.10,538
113.900,0.10,538
114.000,0.10,540
114.100,0.10,537
114.200,0.10,514
114.300,0.10,538
114.400,0.10,541
114.500,0.10,538
114.600,0.10,539
114.700,0.10,538
114.800,0.10,539
114.900,0.10,540
115.000,0.10,539
115.100,0.10,537
115.200,0.10,534
115.300,0.10,537
115.400,0.10,538
115.500,0.10,539
115.600,0.10,538
115.700,0.10,540
115.800,0.10,538
115.900,0.10,538
116.000,0.10,539
116.100,0.10,538
116.200,0.10,539
116.300,0.10,538
116.400,0.10,539
116.500,0.10,538
116.600,0.10,537
116.700,0.10,536
116.800,0.10,540
116.900,0.10,540
117.000,0.10,536
117.100,0.10,538
117.200,0.10,540
117.300,0.10,539
117.400,0.10,538
117.500,0.10,537
117.600,0.10,538
117.700,0.10,540
117.800,0.10,540
117.900,0.10,539
118.000,0.10,533
118.100,0.10,539
118.200,0.10,539
118.300,0.10,538
118.400,0.10,538
118.500,0.10,531
118.600,0.10,539
118.700,0.10,539
118.800,0.10,539
118.900,0.10,538
119.000,0.10,541
119.100,0.10,538
119.200,0.10,538
119.300,0.10,539
119.400,0.10,538
119.500,0.10,540
119.600,0.10,539
119.700,0.10,539
119.800,0.10,539
119.900,0.10,539
120.000,0.10,540
120.100,0.10,540
120.200,0.10,539
120.300,0.10,535
120.400,0.10,538
120.500,0.10,540
120.600,0.10,539
120.700,0.10,537
120.800,0.10,534
120.900,0.10,538
121.000,0.10,539
121.100,0.10,540
121.200,0.10,538
121.300,0.10,538
121.400,0.10,538
121.500,0.10,538
121.600,0.10,538
121.700,0.10,537
121.800,0.10,538
121.900,0.10,539
122.000,0.10,539
122.100,0.10,540
122.200,0.10,537
122.300,0.10,540
122.400,0.10,539
122.500,0.10,538
122.600,0.10,534
122.700,0.10,539
122.800,0.10,540
122.900,0.10,539
123.000,0.10,538
123.100,0.10,540
123.200,0.10,537
123.300,0.10,540
123.400,0.10,541
123.500,0.10,538
123.600,0.10,531
123.700,0.10,538
123.800,0.10,539
123.900,0.10,539
124.000,0.10,537
124.100,0.10,538
124.200,0.10,538
124.300,0.10,539
124.400,0.10,539
124.500,0.10,537
124.600,0.10,540
124.700,0.10,537
124.800,0.10,539
124.900,0.10,539
125.000,0.10,537
125.100,0.10,538
125.200,0.10,540
125.300,0.10,537
125.400,0.10,539
125.500,0.10,537
125.600,0.10,541
125.700,0.10,539
125.800,0.10,540
125.900,0.10,539
126.000,0.10,537
126.100,0.10,540
126.200,0.10,539
126.300,0.10,539
126.400,0.10,535
126.500,0.10,538
126.600,0.10,540
126.700,0.10,539
126.800,0.10,536
126.900,0.10,520
127.000,0.10,537
127.100,0.10,538
127.200,0.10,541
127.300,0.10,538
127.400,0.10,539
127.500,0.10,539
127.600,0.10,539
127.700,0.10,541
127.800,0.10,538
127.900,0.10,540
128.000,0.10,536
128.100,0.10,540
128.200,0.10,541
128.300,0.20,1071
128.400,0.20,1071
128.500,0.20,1073
128.600,0.20,1072
128.700,0.20,1069
128.800,0.20,1072
128.900,0.20,1073
129.000,0.20,1072
129.100,0.20,1072
129.200,0.20,1066
129.300,0.20,1072
129.400,0.20,1073
129.500,0.20,1073
129.600,0.20,1071
129.700,0.20,1080
129.800,0.20,1072
129.900,0.20,1073
130.000,0.20,1073
130.100,0.20,1071
130.200,0.20,1069
130.300,0.20,1073
130.400,0.20,1072
130.500,0.20,1072
130.600,0.20,1070
130.700,0.20,1075
130.800,0.20,1072
130.900,0.20,1071
131.000,0.20,1077
131.100,0.20,1071
131.200,0.20,1076
131.300,0.20,1072
131.400,0.20,1073
131.500,0.20,1070
131.600,0.20,1071
131.700,0.20,1073
131.800,0.20,1073
131.900,0.20,1072
132.000,0.20,1051
132.100,0.20,1071
132.200,0.20,1073
132.300,0.20,1072
132.400,0.20,1073
132.500,0.20,1055
132.600,0.20,1071
132.700,0.20,1072
132.800,0.20,1073
132.900,0.20,1071
133.000,0.20,1072
133.100,0.20,1071
133.200,0.20,1072
133.300,0.20,1073
133.400,0.20,1070
133.500,0.20,1093
133.600,0.20,1072
133.700,0.20,1072
133.800,0.20,1076
133.900,0.20,1070
134.000,0.20,1073
134.100,0.20,1074
134.200,0.20,1072
134.300,0.20,1063
134.400,0.20,1072
134.500,0.20,1072
134.600,0.20,1073
134.700,0.20,1072
134.800,0.20,1074
134.900,0.20,1071
135.000,0.20,1073
135.100,0.20,1073
135.200,0.20,1071
135.300,0.20,1058
135.400,0.20,1072
135.500,0.20,1072
135.600,0.20,1072
135.700,0.20,1071
135.800,0.20,1084
135.900,0.20,1073
136.000,0.20,1072
136.100,0.20,1073
136.200,0.20,1072
136.300,0.20,1073
136.400,0.20,1073
136.500,0.20,1072
136.600,0.20,1066
136.700,0.20,1071
136.800,0.20,1073
136.900,0.20,1073
137.000,0.20,1073
137.100,0.20,1067
137.200,0.20,1071
137.300,0.20,1074
137.400,0.20,1073
137.500,0.20,1071
137.600,0.20,1060
137.700,0.20,1073
137.800,0.20,1074
137.900,0.20,1072
138.000,0.20,1071
138.100,0.20,1073
138.200,0.20,1072
138.300,0.20,1072
138.400,0.20,1074
138.500,0.20,1071
138.600,0.20,1069
